ReplayID,Map Name,Length,Hero,Lvl,Result,Date and Time (UTC),Share Replay
149446240,Infernal Shrines,00:22:59,Tychus,20,1,6/20/2018 7:11:35 PM, 
149446234,Tomb of the Spider Queen,00:17:37,Diablo,19,1,6/20/2018 6:40:44 PM, 
149432806,Braxis Holdout,00:11:10,Sonya,11,0,6/20/2018 4:15:40 PM, 
149372042,Battlefield of Eternity,00:12:12,Anub'arak,20,0,6/19/2018 7:15:39 PM, 
149372016,Dragon Shire,00:18:39,Fenix,11,0,6/19/2018 5:35:08 PM, 
149372006,Infernal Shrines,00:26:30,Fenix,11,1,6/19/2018 5:10:23 PM, 
149371988,Towers of Doom,00:22:42,Artanis,20,0,6/19/2018 3:40:51 PM, 
149371976,Towers of Doom,00:17:27,Uther,17,1,6/19/2018 2:36:11 AM, 
149371969,Sky Temple,00:16:11,Uther,17,1,6/19/2018 2:12:03 AM, 
149371948,Dragon Shire,00:26:19,Diablo,19,0,6/19/2018 1:14:27 AM, 
149371940,Towers of Doom,00:17:29,Sonya,11,1,6/19/2018 12:36:32 AM, 
149214199,Infernal Shrines,00:26:48,Fenix,11,1,6/18/2018 9:12:27 PM, 
149371921,Tomb of the Spider Queen,00:21:52,Diablo,18,1,6/18/2018 8:39:09 PM, 
149371900,Braxis Holdout,00:24:55,Yrel,9,0,6/18/2018 7:40:47 PM, 
149371869,Volskaya Foundry,00:23:40,Samuro,18,0,6/18/2018 4:40:16 PM, 
149371846,Cursed Hollow,00:25:47,Uther,17,0,6/18/2018 3:23:48 PM, 
149191072,Sky Temple,00:14:45,Fenix,11,0,6/18/2018 2:16:53 PM, 
149371810,Dragon Shire,00:24:53,Yrel,8,0,6/18/2018 1:38:08 AM, 
149093232,Sky Temple,00:16:42,Brightwing,20,1,6/17/2018 3:28:57 PM, 
149371772,Volskaya Foundry,00:25:41,Yrel,8,0,6/17/2018 2:21:22 AM, 
149371730,Braxis Holdout,00:20:27,Stitches,9,1,6/16/2018 12:39:39 AM, 
149371708,Volskaya Foundry,00:20:55,Blaze,13,0,6/15/2018 11:44:08 PM, 
149371692,Cursed Hollow,00:19:44,Diablo,18,0,6/15/2018 8:44:22 PM, 
148924374,Sky Temple,00:18:26,Jaina,15,0,6/15/2018 7:45:38 PM, 
149371667,Battlefield of Eternity,00:23:47,Yrel,7,0,6/15/2018 6:57:30 PM, 
149142979,Tomb of the Spider Queen,00:10:28,Yrel,7,1,6/15/2018 6:28:24 PM, 
149371656,Braxis Holdout,00:11:28,Brightwing,20,1,6/15/2018 6:07:30 PM, 
148855504,Cursed Hollow,00:19:34,Anub'arak,20,0,6/15/2018 2:44:58 PM, 
149371585,Infernal Shrines,00:28:48,Brightwing,20,0,6/15/2018 1:32:15 AM, 
148809138,Dragon Shire,00:27:48,Yrel,6,0,6/15/2018 12:29:48 AM, 
149371564,Tomb of the Spider Queen,00:20:04,Fenix,11,1,6/14/2018 9:08:00 PM, 
149371517,Volskaya Foundry,00:24:34,Lúcio,20,0,6/14/2018 3:31:47 PM, 
148632112,Braxis Holdout,00:12:00,Lúcio,20,1,6/13/2018 8:12:40 PM, 
148727900,Tomb of the Spider Queen,00:19:48,Samuro,18,1,6/13/2018 7:53:40 PM, 
149371471,Towers of Doom,00:20:34,Tychus,20,0,6/13/2018 1:46:57 PM, 
148727823,Dragon Shire,00:27:09,Lúcio,20,0,6/13/2018 12:57:36 AM, 
149371400,Cursed Hollow,00:24:10,Diablo,18,0,6/12/2018 7:25:16 PM, 
149371390,Dragon Shire,00:15:12,Diablo,18,1,6/12/2018 6:55:51 PM, 
149371275,Sky Temple,00:18:56,Li Li,20,0,6/11/2018 3:43:54 PM, 
149371258,Battlefield of Eternity,00:19:34,Brightwing,20,0,6/11/2018 2:50:25 PM, 
149371247,Tomb of the Spider Queen,00:16:59,Li Li,20,1,6/11/2018 12:17:25 AM, 
149055114,Braxis Holdout,00:19:14,Malfurion,20,0,6/9/2018 2:27:00 AM, 
149371140,Cursed Hollow,00:19:21,Blaze,13,1,6/8/2018 7:26:27 PM, 
149371134,Battlefield of Eternity,00:33:54,Stitches,8,1,6/8/2018 7:01:50 PM, 
149371076,Dragon Shire,00:18:37,Stitches,8,0,6/7/2018 8:26:12 PM, 
149371046,Volskaya Foundry,00:24:59,Kharazim,20,0,6/7/2018 2:03:41 AM, 
149371037,Braxis Holdout,00:20:19,Blaze,12,1,6/7/2018 1:25:26 AM, 
149067605,Tomb of the Spider Queen,00:16:00,Anub'arak,20,1,6/6/2018 8:19:43 PM, 
149371027,Tomb of the Spider Queen,00:17:52,Malfurion,20,0,6/6/2018 7:55:27 PM, 
149352796,Infernal Shrines,00:21:43,Lúcio,20,1,6/6/2018 7:30:53 PM, 
149352784,Towers of Doom,00:14:34,Anub'arak,20,0,6/6/2018 6:59:47 PM, 
149352781,Battlefield of Eternity,00:17:24,Blaze,12,1,6/6/2018 6:34:18 PM, 
149352776,Towers of Doom,00:22:34,Diablo,17,0,6/6/2018 5:59:39 PM, 
149047604,Sky Temple,00:19:57,Diablo,17,1,6/6/2018 5:29:07 PM, 
149352760,Braxis Holdout,00:14:07,Diablo,17,1,6/6/2018 3:39:34 PM, 
149032961,Cursed Hollow,00:36:40,Anub'arak,20,1,6/6/2018 3:16:27 PM, 
149352748,Battlefield of Eternity,00:19:29,Anub'arak,20,1,6/6/2018 2:28:09 PM, 
149352715,Sky Temple,00:21:25,Kael'thas,10,1,6/5/2018 7:22:59 PM, 
149352705,Infernal Shrines,00:17:23,Artanis,20,0,6/5/2018 6:49:21 PM, 
149352688,Dragon Shire,00:15:51,Fenix,10,0,6/5/2018 5:50:12 PM, 
149352683,Sky Temple,00:19:43,Diablo,17,1,6/5/2018 5:28:40 PM, 
148844575,Towers of Doom,00:22:37,Anub'arak,20,0,6/5/2018 3:43:51 PM, 
149352653,Dragon Shire,00:22:50,Diablo,17,0,6/4/2018 8:52:47 PM, 
149352641,Infernal Shrines,00:20:30,Fenix,10,1,6/4/2018 8:24:12 PM, 
149352616,Battlefield of Eternity,00:13:50,Sonya,10,0,6/4/2018 5:31:06 PM, 
149352581,Braxis Holdout,00:15:10,Fenix,10,0,6/4/2018 12:59:57 AM, 
149214430,Sky Temple,00:20:16,Thrall,9,1,6/3/2018 10:12:11 PM, 
147478312,Cursed Hollow,00:21:54,Anub'arak,20,1,5/23/2018 8:44:55 PM, 
146796529,Towers of Doom,00:23:47,Fenix,10,1,5/23/2018 8:13:45 PM, 
146918338,Braxis Holdout,00:23:20,Jaina,15,0,5/23/2018 6:28:13 PM, 
149352511,Dragon Shire,00:12:54,Fenix,10,1,5/23/2018 5:57:19 PM, 
149352493,Volskaya Foundry,00:28:57,Lúcio,20,0,5/23/2018 3:10:28 PM, 
146718216,Volskaya Foundry,00:23:44,Fenix,9,0,5/22/2018 8:22:19 PM, 
146714394,Infernal Shrines,00:17:43,Lúcio,20,0,5/22/2018 6:51:19 PM, 
149352307,Braxis Holdout,00:17:34,Blaze,12,0,5/21/2018 11:14:10 PM, 
149352293,Sky Temple,00:21:56,Malfurion,20,0,5/21/2018 6:46:31 PM, 
149352282,Braxis Holdout,00:13:29,Sonya,10,1,5/21/2018 6:15:56 PM, 
146625671,Volskaya Foundry,00:18:37,Anub'arak,20,1,5/21/2018 5:47:13 PM, 
149352250,Cursed Hollow,00:19:02,Anub'arak,20,0,5/21/2018 4:49:44 PM, 
149352232,Dragon Shire,00:21:44,Fenix,9,1,5/21/2018 2:16:35 AM, 
149352212,Braxis Holdout,00:19:35,Jaina,15,0,5/21/2018 1:23:29 AM, 
149352170,Towers of Doom,00:19:33,Kharazim,20,0,5/20/2018 5:24:57 AM, 
146455847,Tomb of the Spider Queen,00:20:21,Anub'arak,20,1,5/19/2018 9:37:38 PM, 
149352134,Sky Temple,00:15:36,Blaze,12,0,5/15/2018 2:00:25 PM, 
149352126,Dragon Shire,00:13:47,Fenix,8,0,5/15/2018 1:16:23 PM, 
146041511,Dragon Shire,00:19:12,Kael'thas,10,0,5/15/2018 3:20:00 AM, 
146044148,Braxis Holdout,00:23:04,Anub'arak,20,0,5/15/2018 1:54:15 AM, 
149352098,Tomb of the Spider Queen,00:19:15,Lúcio,20,0,5/14/2018 8:34:14 PM, 
149352091,Infernal Shrines,00:18:47,Anub'arak,20,1,5/14/2018 8:08:54 PM, 
149352080,Infernal Shrines,00:19:28,Fenix,8,1,5/14/2018 7:33:26 PM, 
146606030,Braxis Holdout,00:18:07,Kharazim,20,0,5/14/2018 5:02:41 PM, 
146140267,Battlefield of Eternity,00:18:46,Blaze,12,0,5/14/2018 3:39:39 PM, 
146203682,Tomb of the Spider Queen,00:19:57,Blaze,12,0,5/14/2018 2:01:27 PM, 
146567650,Sky Temple,00:16:03,Lúcio,20,0,5/13/2018 9:01:36 PM, 
149352023,Braxis Holdout,00:33:33,Malfurion,20,1,5/13/2018 8:32:50 PM, 
149352008,Infernal Shrines,00:35:46,Blaze,12,0,5/13/2018 1:47:03 AM, 
149351998,Dragon Shire,00:21:32,Fenix,8,1,5/12/2018 1:30:33 AM, 
149351981,Cursed Hollow,00:18:28,Blaze,12,0,5/12/2018 12:46:02 AM, 
149351974,Tomb of the Spider Queen,00:22:16,Blaze,11,1,5/11/2018 8:17:45 PM, 
149351966,Braxis Holdout,00:15:12,Blaze,11,1,5/11/2018 7:41:22 PM, 
149351960,Volskaya Foundry,00:28:22,Fenix,8,1,5/11/2018 7:19:25 PM, 
149351938,Cursed Hollow,00:17:12,Fenix,8,1,5/11/2018 4:52:04 PM, 
149351930,Battlefield of Eternity,00:16:50,Sonya,10,1,5/11/2018 4:27:25 PM, 
146281355,Sky Temple,00:19:26,Lúcio,20,0,5/11/2018 3:17:03 PM, 
146281348,Braxis Holdout,00:15:23,Artanis,20,1,5/11/2018 2:49:19 PM, 
149351885,Braxis Holdout,00:18:26,Kharazim,20,0,5/11/2018 1:06:46 PM, 
149351878,Sky Temple,00:11:59,Blaze,11,0,5/10/2018 7:11:18 PM, 
145657036,Tomb of the Spider Queen,00:18:14,Tychus,20,0,5/10/2018 6:01:55 PM, 
149351866,Cursed Hollow,00:16:41,Blaze,11,1,5/10/2018 5:30:25 PM, 
149351859,Infernal Shrines,00:21:22,Anub'arak,20,1,5/10/2018 5:06:43 PM, 
145649007,Battlefield of Eternity,00:24:29,Blaze,11,0,5/10/2018 3:41:39 PM, 
149351834,Towers of Doom,00:15:11,Fenix,7,1,5/10/2018 3:07:46 PM, 
149351823,Braxis Holdout,00:26:38,Malfurion,20,0,5/10/2018 12:50:32 PM, 
149351809,Infernal Shrines,00:27:30,Artanis,20,0,5/10/2018 3:18:41 AM, 
149351799,Sky Temple,00:17:25,Lúcio,20,1,5/10/2018 2:41:11 AM, 
149351792,Tomb of the Spider Queen,00:15:15,Samuro,18,1,5/10/2018 2:11:16 AM, 
149351785,Dragon Shire,00:21:03,Artanis,20,1,5/10/2018 1:49:55 AM, 
145647009,Cursed Hollow,00:18:41,Blaze,11,0,5/9/2018 2:58:22 PM, 
149351765,Braxis Holdout,00:12:36,Blaze,11,0,5/9/2018 2:04:12 PM, 
145568444,Sky Temple,00:19:27,Nazeebo,20,0,5/8/2018 12:48:55 PM, 
149351589,Sky Temple,00:23:43,Blaze,10,0,5/8/2018 12:39:11 AM, 
146665531,Towers of Doom,00:14:28,Greymane,19,0,5/8/2018 12:01:26 AM, 
145408187,Tomb of the Spider Queen,00:30:13,Li Li,20,0,5/7/2018 9:29:03 PM, 
148543699,Braxis Holdout,00:16:05,Tracer,19,0,5/7/2018 8:20:34 PM, 
149351553,Cursed Hollow,00:14:03,Blaze,10,0,5/7/2018 6:42:58 PM, 
149351546,Sky Temple,00:13:54,Blaze,10,1,5/7/2018 6:21:05 PM, 
149351537,Volskaya Foundry,00:22:38,Blaze,10,0,5/7/2018 4:55:22 PM, 
145383634,Cursed Hollow,00:21:41,Li Li,20,0,5/7/2018 3:41:17 PM, 
149351509,Dragon Shire,00:20:28,Blaze,10,0,5/7/2018 2:43:08 PM, 
145325250,Sky Temple,00:14:03,Blaze,10,0,5/7/2018 3:04:40 AM, 
149351492,Battlefield of Eternity,00:16:24,Blaze,10,0,5/7/2018 2:15:16 AM, 
149351479,Cursed Hollow,00:17:10,Blaze,10,1,5/7/2018 1:48:38 AM, 
145314283,Infernal Shrines,00:28:54,Jaina,15,0,5/6/2018 9:04:11 PM, 
149351450,Braxis Holdout,00:18:32,Anub'arak,20,1,5/6/2018 4:25:10 AM, 
149351439,Sky Temple,00:14:44,Greymane,19,1,5/6/2018 4:00:18 AM, 
145231804,Infernal Shrines,00:26:26,Blaze,10,1,5/5/2018 9:19:07 PM, 
145184189,Towers of Doom,00:19:16,Anub'arak,20,0,5/5/2018 8:09:44 PM, 
149351376,Cursed Hollow,00:17:08,Anub'arak,20,0,5/5/2018 3:19:39 AM, 
149351369,Towers of Doom,00:16:37,Lúcio,20,1,5/5/2018 2:50:59 AM, 
145842633,Battlefield of Eternity,00:30:53,Fenix,7,0,5/3/2018 3:21:49 AM, 
149351348,Volskaya Foundry,00:23:43,Sonya,10,0,5/1/2018 3:46:23 AM, 
149351337,Tomb of the Spider Queen,00:16:55,Blaze,9,0,5/1/2018 3:14:50 AM, 
149351330,Braxis Holdout,00:17:03,The Butcher,15,0,5/1/2018 2:52:23 AM, 
149351311,Dragon Shire,00:18:04,Blaze,9,0,4/25/2018 7:30:02 PM, 
144551830,Towers of Doom,00:13:00,Artanis,20,0,4/25/2018 3:16:55 PM, 
144149347,Battlefield of Eternity,00:15:28,Artanis,20,1,4/25/2018 2:53:07 PM, 
149351289,Cursed Hollow,00:24:44,Chromie,5,0,4/24/2018 8:32:55 PM, 
149351270,Tomb of the Spider Queen,00:18:11,Blaze,9,0,4/24/2018 7:32:06 PM, 
149351255,Volskaya Foundry,00:22:07,Malfurion,20,0,4/24/2018 6:22:35 PM, 
144797918,Dragon Shire,00:18:36,Sonya,10,1,4/23/2018 6:35:11 PM, 
144349925,Braxis Holdout,00:22:36,Anub'arak,20,0,4/23/2018 6:08:34 PM, 
144551852,Volskaya Foundry,00:28:31,Blaze,9,1,4/23/2018 3:29:56 PM, 
144161734,Cursed Hollow,00:28:32,Artanis,20,1,4/23/2018 2:51:04 PM, 
144161728,Towers of Doom,00:17:20,Anub'arak,20,1,4/23/2018 2:17:12 PM, 
149351213,Dragon Shire,00:14:06,Blaze,9,1,4/23/2018 1:47:58 PM, 
149351207,Braxis Holdout,00:27:31,Li Li,20,0,4/21/2018 8:00:24 PM, 
149351204,Cursed Hollow,00:16:36,Uther,17,0,4/21/2018 7:24:01 PM, 
149351195,Sky Temple,00:18:13,Brightwing,20,0,4/21/2018 6:44:52 PM, 
149351188,Dragon Shire,00:20:07,Anub'arak,20,1,4/21/2018 5:02:11 PM, 
149351176,Tomb of the Spider Queen,00:21:19,Artanis,20,1,4/20/2018 8:33:07 PM, 
149351163,Volskaya Foundry,00:21:12,Tracer,19,0,4/20/2018 7:45:41 PM, 
149351154,Sky Temple,00:16:07,Sonya,9,0,4/20/2018 6:54:23 PM, 
149351147,Cursed Hollow,00:13:41,Anub'arak,20,1,4/20/2018 6:28:13 PM, 
144344016,Battlefield of Eternity,00:27:50,Lúcio,20,0,4/20/2018 4:02:49 PM, 
143952411,Dragon Shire,00:18:14,Tracer,19,0,4/20/2018 3:08:41 PM, 
143670772,Braxis Holdout,00:16:14,Lúcio,20,0,4/20/2018 2:18:10 PM, 
149351112,Volskaya Foundry,00:19:20,Tracer,19,1,4/20/2018 1:52:55 PM, 
143641672,Sky Temple,00:18:27,Anub'arak,20,1,4/20/2018 3:13:32 AM, 
144248532,Battlefield of Eternity,00:23:38,The Butcher,15,0,4/19/2018 9:09:26 PM, 
149351078,Cursed Hollow,00:16:57,Blaze,9,0,4/19/2018 7:45:14 PM, 
148117017,Battlefield of Eternity,00:20:51,Blaze,9,0,4/18/2018 7:48:27 PM, 
143740756,Infernal Shrines,00:21:12,Anub'arak,20,1,4/18/2018 7:17:32 PM, 
143526065,Sky Temple,00:16:43,Anub'arak,20,0,4/18/2018 6:25:54 PM, 
143516992,Cursed Hollow,00:23:48,Anub'arak,20,0,4/18/2018 4:22:15 PM, 
143515038,Battlefield of Eternity,00:14:48,Lúcio,20,1,4/18/2018 3:51:24 PM, 
149351027,Tomb of the Spider Queen,00:22:45,Uther,17,1,4/18/2018 3:12:08 PM, 
143602997,Tomb of the Spider Queen,00:29:02,Li Li,20,1,4/18/2018 2:42:57 PM, 
143509617,Towers of Doom,00:15:37,Blaze,9,1,4/18/2018 12:25:29 AM, 
143702765,Volskaya Foundry,00:21:17,Anub'arak,20,0,4/17/2018 7:57:15 PM, 
143464061,Dragon Shire,00:20:14,Blaze,8,0,4/17/2018 7:09:56 PM, 
146291390,Braxis Holdout,00:14:10,Anub'arak,20,0,4/17/2018 6:13:55 PM, 
149350974,Volskaya Foundry,00:21:43,Anub'arak,20,1,4/17/2018 4:00:25 PM, 
144380181,Towers of Doom,00:14:02,Tracer,19,1,4/17/2018 3:26:39 PM, 
144380179,Dragon Shire,00:28:41,Blaze,8,1,4/17/2018 3:02:59 PM, 
149350951,Infernal Shrines,00:19:59,Sonya,9,1,4/17/2018 2:22:56 PM, 
149350940,Braxis Holdout,00:15:00,Anub'arak,20,1,4/17/2018 1:55:03 PM, 
149350936,Volskaya Foundry,00:21:47,Anub'arak,20,1,4/17/2018 3:10:05 AM, 
149350925,Dragon Shire,00:26:40,Anub'arak,20,0,4/17/2018 2:42:03 AM, 
149350912,Infernal Shrines,00:33:12,Artanis,20,1,4/16/2018 8:49:13 PM, 
149350901,Sky Temple,00:15:34,Tracer,19,1,4/16/2018 8:08:21 PM, 
143360784,Sky Temple,00:18:09,Blaze,8,1,4/16/2018 7:45:41 PM, 
143336539,Towers of Doom,00:21:30,Anub'arak,20,0,4/16/2018 2:54:52 PM, 
144919598,Braxis Holdout,00:16:08,Tracer,19,1,4/16/2018 2:20:42 PM, 
143382583,Dragon Shire,00:28:28,Sonya,9,1,4/16/2018 1:43:38 PM, 
149350861,Tomb of the Spider Queen,00:20:15,Tracer,18,1,4/16/2018 2:51:27 AM, 
149350852,Cursed Hollow,00:15:25,Blaze,8,0,4/16/2018 2:25:42 AM, 
143294377,Braxis Holdout,00:14:28,Malfurion,20,1,4/16/2018 2:04:17 AM, 
143050822,Dragon Shire,00:19:53,Greymane,19,0,4/13/2018 8:22:53 PM, 
149350810,Towers of Doom,00:22:48,Blaze,8,1,4/13/2018 7:54:47 PM, 
149350794,Braxis Holdout,00:18:34,Blaze,8,0,4/13/2018 7:24:45 PM, 
149350787,Cursed Hollow,00:24:56,Fenix,7,1,4/13/2018 6:57:36 PM, 
149350773,Tomb of the Spider Queen,00:17:57,Anub'arak,20,0,4/13/2018 6:25:40 PM, 
143129775,Towers of Doom,00:18:59,Artanis,20,0,4/13/2018 5:42:19 PM, 
143034138,Volskaya Foundry,00:21:04,Diablo,16,0,4/13/2018 5:09:58 PM, 
149350751,Cursed Hollow,00:19:42,Uther,17,0,4/13/2018 4:38:11 PM, 
149350736,Dragon Shire,00:19:17,Tracer,18,1,4/13/2018 2:38:59 AM, 
144260412,Braxis Holdout,00:20:56,Brightwing,20,0,4/13/2018 2:07:56 AM, 
149350723,Cursed Hollow,00:19:01,Lúcio,20,0,4/13/2018 1:31:18 AM, 
142984139,Battlefield of Eternity,00:16:25,Anub'arak,20,1,4/13/2018 1:01:50 AM, 
143248666,Dragon Shire,00:16:24,Gazlowe,20,1,4/11/2018 8:45:48 PM, 
142969197,Infernal Shrines,00:20:12,Tracer,18,1,4/11/2018 8:16:47 PM, 
143248645,Braxis Holdout,00:24:42,Malfurion,20,1,4/11/2018 7:47:19 PM, 
142876894,Towers of Doom,00:16:35,Brightwing,20,0,4/11/2018 7:16:37 PM, 
142874955,Volskaya Foundry,00:19:54,Lúcio,20,1,4/11/2018 6:51:21 PM, 
149350631,Sky Temple,00:17:37,Anub'arak,20,1,4/11/2018 6:15:56 PM, 
142818228,Battlefield of Eternity,00:17:26,Sonya,9,1,4/11/2018 3:56:01 AM, 
149350604,Braxis Holdout,00:16:06,Li Li,20,0,4/11/2018 3:08:02 AM, 
149350594,Cursed Hollow,00:27:30,Blaze,8,0,4/11/2018 2:44:28 AM, 
149350582,Dragon Shire,00:18:11,Lúcio,20,0,4/10/2018 10:55:53 PM, 
149350571,Volskaya Foundry,00:23:18,Tracer,18,1,4/10/2018 9:21:26 PM, 
149350561,Tomb of the Spider Queen,00:17:20,Li Li,20,0,4/10/2018 8:42:28 PM, 
149350555,Towers of Doom,00:14:16,Blaze,7,0,4/10/2018 8:19:18 PM, 
144031976,Dragon Shire,00:16:12,Blaze,7,0,4/10/2018 7:01:22 PM, 
143558150,Volskaya Foundry,00:36:28,Blaze,7,1,4/10/2018 3:51:54 PM, 
149350533,Cursed Hollow,00:19:56,Kharazim,20,1,4/10/2018 3:01:46 PM, 
142968328,Infernal Shrines,00:26:03,Kharazim,20,0,4/10/2018 2:36:02 PM, 
147503639,Dragon Shire,00:31:07,Blaze,7,1,4/9/2018 9:47:35 PM, 
143736666,Braxis Holdout,00:23:18,Artanis,20,1,4/9/2018 9:11:04 PM, 
142695061,Sky Temple,00:20:38,Blaze,7,0,4/9/2018 8:07:51 PM, 
149350496,Cursed Hollow,00:18:19,Sonya,9,0,4/9/2018 7:38:43 PM, 
149350486,Tomb of the Spider Queen,00:18:04,Blaze,7,1,4/9/2018 7:10:38 PM, 
142688373,Braxis Holdout,00:20:02,Lúcio,20,1,4/9/2018 6:43:37 PM, 
149350468,Towers of Doom,00:14:11,Anub'arak,20,0,4/9/2018 5:11:52 PM, 
149350463,Battlefield of Eternity,00:14:08,Anub'arak,20,0,4/9/2018 4:49:49 PM, 
148515129,Sky Temple,00:22:53,Malfurion,20,0,4/9/2018 3:59:40 PM, 
143359981,Tomb of the Spider Queen,00:23:35,Tracer,18,1,4/9/2018 3:14:14 PM, 
149350435,Braxis Holdout,00:14:24,Lúcio,20,1,4/9/2018 2:43:48 PM, 
149350423,Dragon Shire,00:23:30,Fenix,6,1,4/9/2018 3:00:39 AM, 
149350413,Sky Temple,00:17:43,Lúcio,20,1,4/9/2018 2:30:41 AM, 
149350379,Cursed Hollow,00:18:21,Lúcio,20,0,4/9/2018 1:48:01 AM, 
143087577,Volskaya Foundry,00:19:05,Anub'arak,20,0,4/7/2018 2:29:46 AM, 
143669174,Towers of Doom,00:16:10,Sonya,9,1,4/7/2018 2:04:05 AM, 
149350351,Battlefield of Eternity,00:14:35,Anub'arak,20,1,4/7/2018 1:36:29 AM, 
144787034,Sky Temple,00:21:06,Sonya,9,1,4/7/2018 1:10:32 AM, 
143025906,Dragon Shire,00:18:39,The Butcher,15,0,4/6/2018 8:19:54 PM, 
149350277,Battlefield of Eternity,00:23:14,Li Li,20,0,4/6/2018 3:42:41 AM, 
142182989,Braxis Holdout,00:16:15,Samuro,18,1,4/3/2018 6:36:04 PM, 
149350255,Tomb of the Spider Queen,00:29:12,Tychus,20,0,4/3/2018 6:10:56 PM, 
142183754,Dragon Shire,00:23:50,Diablo,16,0,4/3/2018 5:32:43 PM, 
149350222,Battlefield of Eternity,00:16:40,Tracer,18,0,4/3/2018 4:56:38 PM, 
149350210,Battlefield of Eternity,00:18:48,Li Li,20,0,4/3/2018 4:33:01 PM, 
142071516,Braxis Holdout,00:20:37,Diablo,16,1,4/3/2018 1:36:58 AM, 
142070373,Tomb of the Spider Queen,00:17:40,Uther,16,1,4/3/2018 1:08:24 AM, 
149350171,Dragon Shire,00:33:06,Brightwing,20,0,4/2/2018 9:48:14 PM, 
142055708,Infernal Shrines,00:16:14,Fenix,6,0,4/2/2018 8:39:52 PM, 
149350121,Towers of Doom,00:18:58,Kharazim,20,0,4/2/2018 8:13:59 PM, 
142048014,Braxis Holdout,00:15:02,Anub'arak,20,1,4/2/2018 7:44:04 PM, 
142026438,Sky Temple,00:11:42,Tracer,18,0,4/2/2018 3:20:10 PM, 
142024719,Volskaya Foundry,00:23:56,Brightwing,20,1,4/2/2018 2:57:44 PM, 
141979663,Infernal Shrines,00:16:09,Tychus,20,0,4/2/2018 2:50:07 AM, 
143716097,Volskaya Foundry,00:30:22,Li Li,20,1,4/2/2018 2:23:56 AM, 
141975107,Sky Temple,00:14:17,Li Li,20,1,4/2/2018 1:45:42 AM, 
149350034,Battlefield of Eternity,00:18:09,Zul'jin,10,0,4/2/2018 12:54:37 AM, 
143009470,Dragon Shire,00:23:00,Leoric,7,0,4/2/2018 12:31:08 AM, 
147353699,Braxis Holdout,00:13:26,Li Li,20,0,4/1/2018 11:57:01 PM, 
149349983,Sky Temple,00:15:43,Diablo,16,1,4/1/2018 11:06:01 PM, 
141982137,Battlefield of Eternity,00:22:33,Diablo,15,1,4/1/2018 4:57:03 PM, 
149349949,Cursed Hollow,00:16:31,Li Li,20,1,4/1/2018 4:27:22 PM, 
149109297,Volskaya Foundry,00:23:25,Artanis,20,1,4/1/2018 3:30:53 AM, 
149349929,Towers of Doom,00:14:56,Fenix,6,1,4/1/2018 2:55:25 AM, 
149349921,Dragon Shire,00:23:09,Stitches,8,0,4/1/2018 2:32:33 AM, 
149349912,Tomb of the Spider Queen,00:12:17,The Butcher,15,1,4/1/2018 2:04:13 AM, 
149349902,Infernal Shrines,00:17:36,Samuro,18,1,3/31/2018 8:45:32 PM, 
141863206,Volskaya Foundry,00:31:02,Diablo,15,1,3/31/2018 8:18:51 PM, 
143736343,Braxis Holdout,00:16:04,Tracer,18,0,3/31/2018 7:22:21 PM, 
141857154,Sky Temple,00:18:22,Li Li,20,1,3/31/2018 6:57:44 PM, 
141855218,Battlefield of Eternity,00:22:45,Uther,16,1,3/31/2018 6:28:45 PM, 
149349837,Infernal Shrines,00:24:40,Li Li,20,0,3/31/2018 3:23:31 PM, 
149349827,Tomb of the Spider Queen,00:11:23,Fenix,6,1,3/31/2018 4:07:15 AM, 
149349811,Infernal Shrines,00:21:28,Fenix,6,0,3/31/2018 3:48:10 AM, 
149349806,Dragon Shire,00:21:38,Fenix,5,1,3/28/2018 7:52:52 PM, 
149349793,Braxis Holdout,00:22:41,Diablo,15,1,3/28/2018 7:22:45 PM, 
149349783,Volskaya Foundry,00:16:14,Zul'jin,10,1,3/28/2018 6:51:05 PM, 
149349779,Infernal Shrines,00:16:11,Kharazim,20,1,3/28/2018 6:25:41 PM, 
149349772,Towers of Doom,00:22:52,Leoric,7,1,3/28/2018 6:00:05 PM, 
149349761,Battlefield of Eternity,00:24:46,Fenix,5,1,3/28/2018 2:17:53 PM, 
143584664,Dragon Shire,00:18:20,Fenix,5,0,3/28/2018 1:41:12 PM, 
149349745,Volskaya Foundry,00:18:29,Fenix,5,1,3/28/2018 3:21:46 AM, 
141859615,Battlefield of Eternity,00:22:29,Anub'arak,20,0,3/28/2018 2:57:37 AM, 
149349719,Braxis Holdout,00:13:37,Li Li,20,1,3/28/2018 2:28:53 AM, 
146650912,Cursed Hollow,00:13:33,Tracer,18,0,3/26/2018 9:33:59 PM, 
146650907,Tomb of the Spider Queen,00:24:36,Li Li,20,1,3/26/2018 9:11:41 PM, 
149349601,Dragon Shire,00:22:24,Nova,8,0,3/26/2018 8:15:04 PM, 
149349590,Volskaya Foundry,00:18:39,Li Li,20,0,3/26/2018 7:26:21 PM, 
141639319,Sky Temple,00:17:13,Sylvanas,9,1,3/26/2018 7:02:13 PM, 
149349569,Dragon Shire,00:26:46,Li Li,20,0,3/26/2018 6:05:54 PM, 
142685036,Braxis Holdout,00:19:56,Anub'arak,20,0,3/26/2018 3:46:30 PM, 
141460942,Volskaya Foundry,00:18:11,Brightwing,20,1,3/26/2018 3:13:08 PM, 
