ReplayID,Map Name,Length,Hero,Lvl,Result,Date and Time (UTC),Share Replay
130160017,Tomb of the Spider Queen,00:30:46,Diablo,6,1,10/7/2017 10:01:24 PM, 
124920511,Volskaya Foundry,00:29:11,Nazeebo,20,0,10/7/2017 8:51:35 PM, 
149342609,Dragon Shire,00:20:50,The Butcher,13,0,10/7/2017 6:46:26 PM, 
124981579,Haunted Mines,00:29:23,Nazeebo,20,1,10/7/2017 5:24:09 PM, 
149342577,Battlefield of Eternity,00:13:10,Artanis,20,1,10/6/2017 4:50:57 PM, 
124910380,Tomb of the Spider Queen,00:30:08,Stitches,7,0,10/6/2017 1:59:27 PM, 
127326990,Haunted Mines,00:20:59,Uther,15,0,10/5/2017 8:34:03 PM, 
135299018,Dragon Shire,00:20:05,Nazeebo,20,1,10/5/2017 8:01:00 PM, 
149342528,Battlefield of Eternity,00:20:27,Lúcio,18,1,10/5/2017 7:27:52 PM, 
126135554,Volskaya Foundry,00:22:12,Stitches,7,0,10/5/2017 6:33:51 PM, 
125132255,Warhead Junction,00:20:31,Nazeebo,20,1,10/5/2017 6:00:04 PM, 
125132250,Infernal Shrines,00:24:48,Tracer,12,1,10/5/2017 5:32:55 PM, 
124700167,Battlefield of Eternity,00:19:51,Anub'arak,20,0,10/5/2017 3:35:47 PM, 
124697205,Tomb of the Spider Queen,00:15:28,The Butcher,13,0,10/5/2017 2:39:36 PM, 
149342463,Haunted Mines,00:23:44,Samuro,14,1,10/5/2017 2:04:34 PM, 
127132919,Cursed Hollow,00:20:23,Stukov,7,1,10/4/2017 9:27:07 PM, 
124638940,Tomb of the Spider Queen,00:18:35,Artanis,20,1,10/4/2017 8:22:03 PM, 
124634482,Towers of Doom,00:14:03,Stitches,7,0,10/4/2017 7:36:54 PM, 
128722148,Dragon Shire,00:27:28,Lúcio,18,1,10/4/2017 5:34:15 PM, 
125291624,Warhead Junction,00:23:00,Samuro,14,1,10/4/2017 4:53:04 PM, 
124555859,Battlefield of Eternity,00:26:32,Arthas,11,0,10/3/2017 8:37:58 PM, 
124545547,Infernal Shrines,00:25:30,Lúcio,18,0,10/3/2017 6:38:42 PM, 
124660742,Tomb of the Spider Queen,00:19:43,Malthael,10,0,10/3/2017 5:13:35 PM, 
124464891,Warhead Junction,00:31:24,Nazeebo,20,0,10/2/2017 9:16:10 PM, 
149342325,Battlefield of Eternity,00:25:08,Arthas,11,1,10/2/2017 8:38:34 PM, 
149342316,Haunted Mines,00:17:23,Nazeebo,20,1,10/2/2017 8:05:38 PM, 
149342299,Infernal Shrines,00:18:19,Stitches,7,0,10/2/2017 6:17:58 PM, 
149342292,Dragon Shire,00:23:35,Samuro,14,1,10/2/2017 5:44:15 PM, 
139199387,Volskaya Foundry,00:21:07,Stitches,6,1,10/2/2017 5:12:33 PM, 
125334102,Towers of Doom,00:16:39,Rehgar,16,0,10/2/2017 3:16:25 PM, 
149342260,Infernal Shrines,00:20:10,Lúcio,18,1,9/29/2017 10:07:31 PM, 
125525351,Warhead Junction,00:31:01,Rehgar,16,0,9/29/2017 7:35:37 PM, 
149342218,Cursed Hollow,00:23:43,Nova,5,0,9/29/2017 6:20:09 PM, 
149342206,Volskaya Foundry,00:21:17,Diablo,5,1,9/29/2017 3:18:28 PM, 
149342192,Warhead Junction,00:26:42,Artanis,20,1,9/29/2017 2:49:10 PM, 
124159385,Dragon Shire,00:26:28,Uther,14,1,9/29/2017 2:15:59 PM, 
124985587,Towers of Doom,00:20:54,Gazlowe,19,1,9/29/2017 1:42:37 PM, 
124019695,Infernal Shrines,00:31:15,Rehgar,15,0,9/27/2017 8:50:24 PM, 
124049395,Warhead Junction,00:23:32,Rehgar,15,1,9/27/2017 5:22:16 PM, 
124001583,Tomb of the Spider Queen,00:24:57,Malthael,9,1,9/27/2017 4:54:24 PM, 
126190144,Dragon Shire,00:25:03,Samuro,14,0,9/25/2017 8:10:49 PM, 
126137055,Tomb of the Spider Queen,00:21:31,Garrosh,6,0,9/25/2017 7:21:28 PM, 
123842300,Blackheart's Bay,00:28:34,Stukov,6,0,9/25/2017 6:29:27 PM, 
149341999,Tomb of the Spider Queen,00:19:01,Xul,14,1,9/25/2017 5:54:10 PM, 
131991668,Cursed Hollow,00:17:10,Malthael,9,1,9/25/2017 5:24:36 PM, 
123861559,Dragon Shire,00:19:57,Brightwing,19,0,9/25/2017 3:46:52 PM, 
125187712,Tomb of the Spider Queen,00:21:18,Uther,14,0,9/25/2017 3:02:51 PM, 
126589558,Infernal Shrines,00:20:10,Artanis,20,1,9/25/2017 2:33:33 PM, 
123137671,Braxis Holdout,00:26:52,Artanis,20,1,9/14/2017 9:47:08 PM, 
123129978,Cursed Hollow,00:24:14,Rehgar,15,1,9/14/2017 4:04:12 AM, 
129566836,Blackheart's Bay,00:23:16,Anub'arak,20,1,9/14/2017 3:29:16 AM, 
124907238,Cursed Hollow,00:18:08,Lúcio,18,0,9/13/2017 4:09:55 AM, 
122699870,Battlefield of Eternity,00:19:43,Arthas,10,0,9/13/2017 3:20:10 AM, 
149341756,Infernal Shrines,00:29:10,Malthael,9,0,9/13/2017 2:35:21 AM, 
149341724,Cursed Hollow,00:22:46,Anub'arak,20,0,9/13/2017 1:21:38 AM, 
122974808,Sky Temple,00:18:56,Uther,14,1,9/12/2017 9:19:39 PM, 
149341686,Blackheart's Bay,00:18:09,Lúcio,18,1,9/12/2017 8:50:33 PM, 
149341644,Battlefield of Eternity,00:25:50,Lúcio,18,0,9/12/2017 1:19:07 AM, 
122523285,Blackheart's Bay,00:23:12,Rehgar,15,1,9/9/2017 4:28:46 PM, 
149341541,Tomb of the Spider Queen,00:21:52,Sylvanas,5,0,9/6/2017 3:29:38 AM, 
149341513,Cursed Hollow,00:23:23,Artanis,20,0,9/6/2017 2:32:24 AM, 
0,2017 Season 3, , , ,0,9/6/2017 12:00:00 AM, 
128602465,Dragon Shire,00:23:53,Azmodan,9,1,9/5/2017 7:19:21 PM, 
128602219,Infernal Shrines,00:13:40,Lúcio,17,1,9/5/2017 6:39:57 PM, 
149341393,Towers of Doom,00:22:54,Li Li,19,0,8/31/2017 2:26:48 AM, 
149341379,Dragon Shire,00:18:17,Anub'arak,20,1,8/31/2017 1:48:09 AM, 
137077179,Garden of Terror,00:36:55,Samuro,14,0,8/30/2017 7:26:39 PM, 
149341349,Battlefield of Eternity,00:24:13,Lúcio,17,1,8/30/2017 6:40:58 PM, 
121405303,Warhead Junction,00:21:48,Xul,14,0,8/29/2017 7:33:24 PM, 
149341262,Sky Temple,00:18:30,Tracer,12,1,8/29/2017 7:02:10 PM, 
141977907,Garden of Terror,00:15:56,Anub'arak,20,0,8/29/2017 3:05:37 PM, 
149341215,Battlefield of Eternity,00:27:29,Lúcio,17,0,8/29/2017 2:08:22 PM, 
124666239,Blackheart's Bay,00:21:34,Samuro,14,1,8/29/2017 3:11:38 AM, 
149341201,Braxis Holdout,00:19:03,Li Li,19,1,8/29/2017 2:41:03 AM, 
123579297,Dragon Shire,00:18:05,Malthael,9,0,8/28/2017 7:23:57 PM, 
132272319,Cursed Hollow,00:20:14,Lúcio,17,0,8/28/2017 6:31:48 PM, 
121323086,Garden of Terror,00:17:50,Anub'arak,20,1,8/28/2017 4:00:44 PM, 
121254867,Garden of Terror,00:26:29,Uther,14,0,8/27/2017 7:48:22 PM, 
125976316,Braxis Holdout,00:19:54,Malfurion,19,0,8/26/2017 2:41:10 AM, 
149341139,Warhead Junction,00:26:36,Artanis,20,0,8/26/2017 12:52:59 AM, 
149341131,Battlefield of Eternity,00:10:22,Samuro,13,1,8/25/2017 8:21:49 PM, 
149341120,Dragon Shire,00:27:58,Li Li,19,0,8/25/2017 7:42:27 PM, 
123953731,Towers of Doom,00:13:18,Uther,14,1,8/25/2017 7:09:12 PM, 
125976337,Braxis Holdout,00:15:39,The Butcher,13,0,8/24/2017 3:47:15 PM, 
122185842,Battlefield of Eternity,00:21:28,Lúcio,17,1,8/24/2017 3:18:45 PM, 
149341060,Sky Temple,00:23:37,Artanis,20,0,8/23/2017 8:05:28 PM, 
149341050,Dragon Shire,00:14:51,Samuro,13,1,8/23/2017 7:29:12 PM, 
121911336,Blackheart's Bay,00:24:33,Malthael,9,0,8/23/2017 6:25:27 PM, 
149341015,Battlefield of Eternity,00:21:50,Stukov,6,1,8/23/2017 5:54:11 PM, 
120937917,Warhead Junction,00:21:50,Azmodan,9,1,8/23/2017 3:13:07 AM, 
149340996,Sky Temple,00:20:13,Malthael,9,1,8/23/2017 2:46:27 AM, 
124702369,Blackheart's Bay,00:16:38,Tracer,12,0,8/23/2017 12:04:47 AM, 
149340936,Towers of Doom,00:21:08,Samuro,13,0,8/22/2017 6:46:06 PM, 
124874598,Dragon Shire,00:13:34,Lúcio,17,1,8/22/2017 6:19:06 PM, 
149340910,Dragon Shire,00:19:48,Zagara,8,0,8/22/2017 3:19:40 AM, 
149340900,Warhead Junction,00:15:33,Sylvanas,5,1,8/22/2017 2:52:57 AM, 
149340893,Garden of Terror,00:39:18,Samuro,13,1,8/22/2017 2:28:47 AM, 
122563986,Braxis Holdout,00:23:30,Samuro,13,0,8/21/2017 8:15:50 PM, 
123929932,Towers of Doom,00:19:16,Samuro,13,1,8/21/2017 7:44:15 PM, 
120753070,Dragon Shire,00:19:43,Samuro,13,1,8/21/2017 7:10:16 PM, 
149340845,Dragon Shire,00:27:27,Artanis,20,0,8/21/2017 4:36:02 PM, 
149340824,Garden of Terror,00:17:04,The Butcher,13,0,8/21/2017 2:50:20 PM, 
120514607,Blackheart's Bay,00:17:46,Tracer,12,0,8/19/2017 1:16:16 AM, 
120446619,Sky Temple,00:21:23,The Butcher,13,1,8/18/2017 2:58:48 AM, 
149340731,Warhead Junction,00:18:35,Arthas,8,1,8/18/2017 2:30:07 AM, 
121247602,Battlefield of Eternity,00:16:05,Lúcio,17,1,8/18/2017 2:02:42 AM, 
135042733,Garden of Terror,00:24:21,Arthas,8,1,8/18/2017 1:19:53 AM, 
134771955,Blackheart's Bay,00:20:46,Malthael,9,0,8/17/2017 6:44:13 PM, 
120395796,Braxis Holdout,00:15:18,Garrosh,6,0,8/17/2017 3:41:50 PM, 
120769818,Dragon Shire,00:18:57,Samuro,13,1,8/17/2017 2:32:04 AM, 
149340695,Warhead Junction,00:15:04,Anub'arak,20,1,8/17/2017 2:07:20 AM, 
120355977,Cursed Hollow,00:20:53,Li Li,19,1,8/17/2017 1:47:45 AM, 
139305816,Battlefield of Eternity,00:21:32,Artanis,20,1,8/17/2017 1:20:04 AM, 
149340680,Towers of Doom,00:24:22,Arthas,8,0,8/16/2017 8:10:50 PM, 
149340668,Blackheart's Bay,00:20:50,Samuro,12,0,8/16/2017 7:18:15 PM, 
149340653,Garden of Terror,00:24:41,Xul,14,0,8/16/2017 4:55:30 AM, 
120252213,Braxis Holdout,00:20:41,Samuro,12,0,8/15/2017 8:08:03 PM, 
149340648,Towers of Doom,00:21:39,Samuro,12,1,8/15/2017 7:33:50 PM, 
120231902,Battlefield of Eternity,00:27:25,Stukov,6,0,8/15/2017 3:49:39 PM, 
149340629,Blackheart's Bay,00:20:59,The Butcher,13,0,8/15/2017 4:31:48 AM, 
121006495,Warhead Junction,00:22:54,Xul,13,0,8/15/2017 3:40:50 AM, 
149340600,Towers of Doom,00:16:59,The Butcher,12,0,8/14/2017 7:15:45 PM, 
149340595,Cursed Hollow,00:22:13,The Butcher,12,1,8/14/2017 6:47:08 PM, 
120954342,Garden of Terror,00:18:08,The Butcher,12,1,8/14/2017 5:52:47 PM, 
120167509,Dragon Shire,00:19:54,The Butcher,12,1,8/14/2017 5:28:16 PM, 
149340578,Sky Temple,00:18:15,Stukov,6,0,8/14/2017 4:37:50 PM, 
131066040,Towers of Doom,00:20:26,The Butcher,12,0,8/14/2017 3:12:15 PM, 
120136992,Garden of Terror,00:20:25,Li Li,19,0,8/14/2017 2:26:32 PM, 
120104676,Sky Temple,00:17:43,Samuro,12,0,8/13/2017 8:31:08 PM, 
149340546,Dragon Shire,00:17:48,Li Li,19,1,8/13/2017 8:00:18 PM, 
120019557,Warhead Junction,00:29:03,The Butcher,12,0,8/13/2017 4:38:03 AM, 
149340534,Cursed Hollow,00:23:17,Malthael,9,1,8/13/2017 4:01:33 AM, 
149340525,Sky Temple,00:16:25,Anub'arak,20,1,8/12/2017 11:53:16 PM, 
121860140,Garden of Terror,00:25:50,Kael'thas,7,1,8/12/2017 5:01:31 AM, 
119995008,Warhead Junction,00:14:41,The Butcher,12,0,8/12/2017 4:04:10 AM, 
119938169,Battlefield of Eternity,00:20:50,Valla,6,0,8/12/2017 3:23:35 AM, 
149340495,Towers of Doom,00:17:38,Malthael,8,0,8/11/2017 8:45:41 PM, 
119908173,Dragon Shire,00:22:38,Uther,14,1,8/11/2017 8:16:00 PM, 
149340484,Blackheart's Bay,00:13:19,Artanis,20,1,8/11/2017 7:44:54 PM, 
149340478,Warhead Junction,00:13:23,The Butcher,12,1,8/11/2017 7:24:39 PM, 
119937022,Battlefield of Eternity,00:14:57,Nazeebo,20,1,8/11/2017 7:05:01 PM, 
119901925,Sky Temple,00:19:40,The Butcher,12,1,8/11/2017 6:40:20 PM, 
119937374,Towers of Doom,00:22:10,Li Li,19,1,8/11/2017 6:14:09 PM, 
120050109,Blackheart's Bay,00:27:55,Li Li,19,0,8/11/2017 2:24:56 PM, 
134839862,Garden of Terror,00:25:18,The Butcher,11,1,8/11/2017 4:30:57 AM, 
149340427,Sky Temple,00:20:27,Stitches,6,0,8/11/2017 3:25:28 AM, 
149340416,Battlefield of Eternity,00:14:29,Chen,7,0,8/11/2017 2:39:21 AM, 
122814457,Blackheart's Bay,00:14:09,Garrosh,5,1,8/10/2017 7:44:24 PM, 
120190237,Cursed Hollow,00:21:37,Stitches,6,0,8/10/2017 6:57:19 PM, 
149340395,Garden of Terror,00:14:11,Uther,14,0,8/10/2017 6:00:59 PM, 
135152737,Towers of Doom,00:21:03,Uther,13,1,8/10/2017 5:40:40 PM, 
119819711,Blackheart's Bay,00:19:34,The Butcher,11,1,8/10/2017 5:11:36 PM, 
123916942,Sky Temple,00:19:04,Murky,7,0,8/10/2017 3:35:20 PM, 
149340360,Dragon Shire,00:17:27,Xul,13,1,8/10/2017 3:07:55 PM, 
123062269,Cursed Hollow,00:16:08,Chen,7,1,8/10/2017 2:35:58 PM, 
149340335,Braxis Holdout,00:13:58,Rehgar,15,0,8/10/2017 2:12:38 PM, 
149340323,Towers of Doom,00:18:15,Li Li,18,1,8/10/2017 1:52:10 PM, 
119784993,Garden of Terror,00:18:25,The Butcher,11,0,8/10/2017 1:58:06 AM, 
119838039,Braxis Holdout,00:24:09,Li Li,18,1,8/10/2017 1:31:17 AM, 
119778340,Blackheart's Bay,00:14:20,Anub'arak,20,0,8/10/2017 12:36:32 AM, 
149340269,Blackheart's Bay,00:16:44,Tracer,12,1,8/10/2017 12:13:58 AM, 
149340262,Battlefield of Eternity,00:14:43,The Butcher,11,1,8/9/2017 9:02:13 PM, 
120183209,Sky Temple,00:19:00,The Butcher,11,0,8/9/2017 8:06:56 PM, 
149340231,Garden of Terror,00:18:34,Uther,13,1,8/9/2017 7:40:32 PM, 
149340207,Cursed Hollow,00:23:45,Uther,13,1,8/9/2017 7:15:29 PM, 
149340184,Cursed Hollow,00:17:39,Xul,13,0,8/9/2017 6:24:27 PM, 
149340172,Dragon Shire,00:16:30,The Butcher,11,1,8/9/2017 6:00:47 PM, 
119647943,Haunted Mines,00:34:42,Uther,13,0,8/8/2017 4:31:51 AM, 
119643845,Towers of Doom,00:12:53,Arthas,8,0,8/8/2017 3:28:39 AM, 
149340146,Infernal Shrines,00:27:27,Gazlowe,19,1,8/8/2017 12:07:57 AM, 
149340136,Warhead Junction,00:17:44,Dehaka,15,1,8/7/2017 8:44:21 PM, 
144315350,Dragon Shire,00:18:25,Malfurion,19,1,8/7/2017 8:16:07 PM, 
149340128,Towers of Doom,00:26:30,Uther,13,1,8/7/2017 7:50:30 PM, 
149340118,Cursed Hollow,00:14:04,Kharazim,20,0,8/7/2017 6:40:42 PM, 
149340115,Hanamura Temple,00:20:30,Tracer,11,1,8/7/2017 6:17:08 PM, 
149340112,Tomb of the Spider Queen,00:25:27,Zul'jin,9,0,8/7/2017 1:14:25 AM, 
149340107,Dragon Shire,00:20:42,Arthas,8,1,8/7/2017 12:44:21 AM, 
119511706,Towers of Doom,00:14:31,The Butcher,11,1,8/7/2017 12:09:44 AM, 
149340098,Warhead Junction,00:17:44,Anub'arak,20,1,8/6/2017 4:20:55 AM, 
149340095,Towers of Doom,00:16:04,Xul,13,1,8/6/2017 3:55:33 AM, 
143390262,Haunted Mines,00:27:46,Rehgar,15,0,8/5/2017 1:42:28 AM, 
149340073,Warhead Junction,00:20:51,Malthael,8,0,8/4/2017 5:46:16 PM, 
149340069,Warhead Junction,00:26:40,Li Li,18,1,8/4/2017 4:02:54 AM, 
149340064,Tomb of the Spider Queen,00:20:28,The Butcher,11,0,8/4/2017 2:42:07 AM, 
119698385,Towers of Doom,00:22:43,Malthael,8,0,8/4/2017 1:52:29 AM, 
135546056,Dragon Shire,00:35:23,Xul,13,1,8/4/2017 1:23:12 AM, 
149340037,Haunted Mines,00:35:22,Gazlowe,19,1,8/3/2017 6:19:34 PM, 
144781432,Warhead Junction,00:22:38,Malthael,8,0,8/3/2017 5:40:17 PM, 
149340026,Hanamura Temple,00:17:24,Azmodan,9,1,8/3/2017 3:43:40 PM, 
130221435,Garden of Terror,00:29:58,Thrall,7,0,8/2/2017 6:40:17 PM, 
149340008,Cursed Hollow,00:21:39,Uther,13,0,8/1/2017 4:57:45 PM, 
119125341,Towers of Doom,00:17:47,Rehgar,15,0,8/1/2017 3:05:33 AM, 
119850169,Warhead Junction,00:21:28,Artanis,20,0,8/1/2017 2:08:40 AM, 
149339987,Cursed Hollow,00:28:51,Zul'jin,9,0,7/31/2017 9:29:43 PM, 
149339978,Towers of Doom,00:12:49,Arthas,8,0,7/31/2017 8:48:41 PM, 
119051515,Haunted Mines,00:22:07,Rehgar,15,0,7/31/2017 6:32:20 PM, 
149339966,Dragon Shire,00:23:12,Li Li,18,0,7/31/2017 5:57:08 PM, 
118960252,Infernal Shrines,00:22:01,Uther,13,0,7/31/2017 5:27:06 PM, 
118957978,Haunted Mines,00:16:57,Xul,13,1,7/31/2017 4:58:24 PM, 
149339952,Warhead Junction,00:17:08,Malthael,8,0,7/30/2017 10:08:43 PM, 
149339944,Tomb of the Spider Queen,00:17:05,Stitches,6,0,7/30/2017 9:45:45 PM, 
149339940,Cursed Hollow,00:18:18,Dehaka,15,0,7/30/2017 9:21:23 PM, 
149339934,Garden of Terror,00:15:29,Samuro,12,1,7/30/2017 3:57:26 PM, 
149339927,Haunted Mines,00:16:09,Li Li,18,0,7/30/2017 3:35:53 PM, 
120329897,Tomb of the Spider Queen,00:20:32,Stitches,6,0,7/30/2017 3:12:09 PM, 
130889327,Dragon Shire,00:27:14,Artanis,20,1,7/30/2017 2:45:06 PM, 
118902066,Infernal Shrines,00:12:19,Uther,13,0,7/30/2017 2:06:35 PM, 
118878423,Cursed Hollow,00:18:34,The Butcher,10,0,7/30/2017 4:26:52 AM, 
149339912,Cursed Hollow,00:12:39,Murky,7,0,7/30/2017 4:01:41 AM, 
118811860,Hanamura Temple,00:19:05,Xul,13,1,7/30/2017 3:42:31 AM, 
118811853,Tomb of the Spider Queen,00:20:06,Malthael,8,1,7/30/2017 3:17:39 AM, 
149339901,Garden of Terror,00:20:34,Uther,13,0,7/29/2017 10:29:33 PM, 
118795660,Cursed Hollow,00:26:11,Uther,13,0,7/29/2017 10:00:42 PM, 
118795655,Hanamura Temple,00:21:09,Li Li,18,1,7/29/2017 9:24:44 PM, 
118783778,Dragon Shire,00:17:23,Xul,13,0,7/29/2017 8:57:32 PM, 
118795648,Warhead Junction,00:21:27,Uther,12,1,7/29/2017 8:33:48 PM, 
118789294,Towers of Doom,00:18:55,Stitches,6,0,7/29/2017 8:02:54 PM, 
149339876,Dragon Shire,00:18:15,Xul,12,0,7/29/2017 7:33:53 PM, 
149339874,Garden of Terror,00:26:37,Xul,12,0,7/29/2017 1:24:51 AM, 
149339869,Cursed Hollow,00:18:53,Murky,7,1,7/29/2017 12:45:34 AM, 
118899284,Tomb of the Spider Queen,00:16:56,Stitches,6,0,7/28/2017 5:54:47 PM, 
118847039,Hanamura Temple,00:14:09,Xul,12,1,7/28/2017 5:30:42 PM, 
118559005,Haunted Mines,00:30:11,Xul,12,1,7/26/2017 9:11:31 PM, 
118525399,Haunted Mines,00:26:22,Xul,12,1,7/26/2017 8:32:02 PM, 
119199252,Tomb of the Spider Queen,00:25:13,Stitches,5,0,7/26/2017 3:47:49 PM, 
149339833,Hanamura Temple,00:17:57,Xul,12,1,7/26/2017 3:10:17 PM, 
149339809,Dragon Shire,00:17:18,Xul,12,0,7/25/2017 5:25:57 PM, 
137511842,Cursed Hollow,00:27:27,Uther,12,1,7/25/2017 5:00:29 PM, 
149339798,Haunted Mines,00:23:20,Uther,12,0,7/25/2017 4:36:03 AM, 
120109957,Warhead Junction,00:19:02,Xul,12,0,7/25/2017 4:03:09 AM, 
149339786,Towers of Doom,00:21:36,Artanis,20,1,7/25/2017 3:35:00 AM, 
118367506,Tomb of the Spider Queen,00:21:12,Li Li,17,1,7/24/2017 9:01:44 PM, 
149339779,Cursed Hollow,00:21:12,Uther,12,0,7/24/2017 8:34:05 PM, 
149339769,Garden of Terror,00:27:34,Stitches,5,1,7/24/2017 6:15:33 PM, 
149339766,Hanamura Temple,00:15:35,Xul,12,1,7/24/2017 5:34:40 PM, 
118334715,Haunted Mines,00:26:22,Uther,12,1,7/24/2017 5:11:47 PM, 
149339758,Haunted Mines,00:26:26,Xul,11,0,7/22/2017 4:46:52 AM, 
149339743,Towers of Doom,00:16:25,Zul'jin,9,0,7/22/2017 3:50:22 AM, 
118342537,Tomb of the Spider Queen,00:19:27,Xul,11,0,7/21/2017 3:15:39 AM, 
119381963,Cursed Hollow,00:22:22,Gazlowe,19,0,7/21/2017 2:34:05 AM, 
118027821,Haunted Mines,00:18:20,Artanis,20,1,7/21/2017 2:05:28 AM, 
122619740,Warhead Junction,00:15:43,Xul,11,1,7/20/2017 8:29:29 PM, 
149339707,Infernal Shrines,00:18:19,Uther,12,1,7/19/2017 6:23:41 PM, 
117900641,Hanamura Temple,00:15:47,Xul,11,1,7/19/2017 5:56:30 PM, 
117860134,Cursed Hollow,00:22:51,Stitches,5,0,7/19/2017 3:42:37 AM, 
117917411,Tomb of the Spider Queen,00:19:03,Anub'arak,20,1,7/19/2017 3:10:24 AM, 
149339698,Warhead Junction,00:19:09,Samuro,12,1,7/19/2017 2:42:28 AM, 
149339691,Garden of Terror,00:27:49,Uther,11,1,7/19/2017 2:13:54 AM, 
149339680,Haunted Mines,00:18:15,Stukov,6,1,7/19/2017 1:37:18 AM, 
117836746,Towers of Doom,00:19:51,Varian,5,0,7/19/2017 12:48:29 AM, 
118071869,Dragon Shire,00:14:58,Arthas,8,0,7/18/2017 7:30:46 PM, 
149339666,Garden of Terror,00:31:10,Xul,11,0,7/18/2017 7:06:15 PM, 
149339662,Haunted Mines,00:18:49,Brightwing,19,0,7/18/2017 6:28:24 PM, 
149339659,Hanamura Temple,00:14:59,Xul,11,1,7/18/2017 3:00:40 PM, 
119912346,Warhead Junction,00:14:19,Uther,11,1,7/18/2017 2:39:33 PM, 
124364458,Infernal Shrines,00:22:06,Anub'arak,20,0,7/18/2017 3:50:27 AM, 
149339652,Dragon Shire,00:20:34,Xul,11,1,7/18/2017 3:23:26 AM, 
137076103,Hanamura Temple,00:14:58,Xul,11,1,7/18/2017 2:55:15 AM, 
124251725,Cursed Hollow,00:20:03,Malthael,8,1,7/18/2017 2:33:39 AM, 
149339643,Tomb of the Spider Queen,00:16:24,The Butcher,10,1,7/18/2017 1:59:37 AM, 
149339636,Warhead Junction,00:23:13,The Butcher,10,0,7/18/2017 1:17:50 AM, 
130665995,Towers of Doom,00:18:05,Anub'arak,20,0,7/16/2017 2:34:56 PM, 
137511733,Warhead Junction,00:14:49,Artanis,20,1,7/16/2017 2:07:33 PM, 
149339621,Dragon Shire,00:18:40,Malthael,8,0,7/16/2017 2:49:01 AM, 
149339614,Infernal Shrines,00:17:13,Diablo,5,0,7/16/2017 2:08:06 AM, 
117536167,Cursed Hollow,00:20:06,Stukov,6,1,7/16/2017 1:40:11 AM, 
117652422,Haunted Mines,00:17:59,Xul,10,1,7/16/2017 1:12:14 AM, 
117589742,Dragon Shire,00:23:17,Anub'arak,20,1,7/15/2017 11:31:57 PM, 
117589739,Tomb of the Spider Queen,00:18:03,Arthas,7,1,7/15/2017 11:00:45 PM, 
149339597,Tomb of the Spider Queen,00:24:32,Li Li,17,0,7/15/2017 4:50:46 AM, 
149339589,Cursed Hollow,00:23:07,Artanis,20,1,7/15/2017 4:19:36 AM, 
149339573,Warhead Junction,00:14:50,Zagara,8,0,7/15/2017 3:50:28 AM, 
117421474,Haunted Mines,00:18:13,Stukov,5,0,7/15/2017 1:46:39 AM, 
149339555,Garden of Terror,00:26:24,Stukov,5,0,7/15/2017 1:21:43 AM, 
149339549,Tomb of the Spider Queen,00:17:10,Sgt. Hammer,10,0,7/14/2017 4:51:38 PM, 
149339546,Cursed Hollow,00:17:56,Uther,11,1,7/14/2017 4:27:25 PM, 
149339543,Haunted Mines,00:24:30,Stukov,5,0,7/13/2017 6:43:49 PM, 
149339538,Infernal Shrines,00:16:06,Li Li,17,1,7/13/2017 6:12:21 PM, 
118991943,Cursed Hollow,00:17:03,Stukov,5,1,7/13/2017 5:30:59 PM, 
149339532,Warhead Junction,00:14:07,Azmodan,9,0,7/13/2017 5:04:10 PM, 
119210939,Cursed Hollow,00:15:06,Uther,11,1,7/13/2017 3:35:41 AM, 
149339513,Towers of Doom,00:17:36,Arthas,7,0,7/13/2017 3:11:07 AM, 
141254418,Dragon Shire,00:23:52,Uther,11,1,7/13/2017 2:36:28 AM, 
117211517,Infernal Shrines,00:21:59,Jaina,12,0,7/13/2017 2:06:21 AM, 
129095865,Tomb of the Spider Queen,00:21:00,Uther,11,0,7/11/2017 6:36:40 PM, 
149339476,Battlefield of Eternity,00:18:03,Uther,11,1,7/11/2017 6:07:43 PM, 
149339471,Dragon Shire,00:24:47,Malthael,7,1,7/11/2017 5:37:01 PM, 
131065729,Cursed Hollow,00:20:21,Gazlowe,19,0,7/11/2017 5:04:19 PM, 
131065725,Hanamura Temple,00:13:46,Tassadar,11,0,7/11/2017 4:36:31 PM, 
125416458,Braxis Holdout,00:21:19,Anub'arak,20,0,7/10/2017 8:05:03 PM, 
116980217,Battlefield of Eternity,00:20:48,Lúcio,17,0,7/10/2017 7:06:40 PM, 
149339446,Dragon Shire,00:24:35,Uther,10,1,7/10/2017 6:38:55 PM, 
117002323,Braxis Holdout,00:17:28,Rehgar,15,0,7/10/2017 5:50:46 PM, 
116922172,Cursed Hollow,00:24:12,Azmodan,9,0,7/10/2017 3:41:51 AM, 
149339405,Infernal Shrines,00:25:43,Brightwing,19,0,7/10/2017 2:52:37 AM, 
149339401,Battlefield of Eternity,00:20:42,Lúcio,17,1,7/9/2017 5:00:08 AM, 
149339396,Sky Temple,00:19:12,Anub'arak,20,1,7/8/2017 3:18:51 AM, 
116859261,Dragon Shire,00:19:15,Malthael,7,0,7/8/2017 2:53:54 AM, 
116702798,Tomb of the Spider Queen,00:24:51,Lúcio,16,1,7/8/2017 2:27:59 AM, 
116695470,Cursed Hollow,00:17:27,Samuro,12,0,7/8/2017 1:49:15 AM, 
149339378,Dragon Shire,00:15:03,The Butcher,10,0,7/8/2017 1:14:42 AM, 
149339369,Hanamura Temple,00:18:51,Ragnaros,8,0,7/8/2017 12:54:23 AM, 
